Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Радикальна партія Олега Ляшка,221,1211,2019-06-27,85,"ТОВ ""Компанія ІРТК ""Тор""","м. Київ, вул. Кирилівська, буд. 23",19384641,+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №39 від 26.06.2019 у т.ч.ПДВ 20%-303.34,"1820,06",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-27,86,"ТОВ ""Так ТВ+""","м. Київ, вул. Кирилівська, буд. 23",37701196,+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №41 від 26.06.2019 у т.ч.ПДВ 20%-303.34,"1820,06",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-27,87,"ТОВ ""ТРК ""Алекс ТВ""","м. Київ, вул. Кирилівська, буд. 23",31036723,+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №69 від 26.06.2019 у т.ч.ПДВ 20%-303.34,"1820,06",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-27,88,"ТОВ ""Телекомпанія ""Приват ТБ Дніпро""","м. Дніпро, вул. Набережна Перемоги, буд. 50",23376587,+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №32 від 26.06.2019 у т.ч.ПДВ 20%-303.34,"1820,06",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-27,89,"ТОВ ""ТРК ""S-ТЕТ""","м. Київ, вул. Кирилівська, буд. 23",31645208,+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №39 від 26.06.2019 у т.ч.ПДВ 20%-303.34,"1820,06",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-27,90,"ТОВ ""Телекомпанія ""ТБ Стимул""","м. Київ, вул. Кирилівська, буд. 23",30462482,+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №39 від 26.06.2019 у т.ч.ПДВ 20%-303.34,"1820,06",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-27,92,"ТОВ ""Міжнародна комерційна телерадіокомпанія"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №206 від 27.06.2019 у т.ч.ПДВ 20%-251232.00,1507392,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-27,93,"ТОВ ""Телеканал ""СТБ""","м. Київ, вул. Івана Шевцова, буд. 1",20044726,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №419 від 27.06.2019 в ч.ч.ПДВ 20%-240570,00",1443420,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-27,94,"ПАТ ""НСТУ""","м. Київ, вул. Мельникова, буд. 42",23152907,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком№191від 24.06.2019 ут.ч.ПДВ 20%-24580,83",147485,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1110,2019-06-27,95,"ТОВ ""Український газетний синдикат""","Київська обл., м. Бровари, вул. Сергія Москаленка, буд. 16Б",39699378,"+;1110; виготовлення друкованих матеріалів передвиборної агітації зг. рахунка №403 від 26.06.2019р.в т.ч.ПДВ20%-51531,50",309189,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Радикальна партія Олега Ляшка,221,1110,2019-06-27,96,"ТОВ ""Студія 69""","м. Київ, вул. Петра Сагайдачного, буд. 11",42366504,+;1110; виготовлення друкованих матеріалів передвиборної агітації зг. рахунка №121 від 27.06.2019 р.без ПДВ,311811,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Радикальна партія Олега Ляшка,221,1211,2019-06-27,97,"ТОВ ""Медіа-проспект""","Житомирська обл., м. Житомир, вул. ВЕЛИКА БЕРДИЧІВСЬКА, буд. 72",38500053,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №110 від 25.06.2019 в т.ч.ПДВ20%1000,00",6000,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-01,91,"ПП ""Телерадіокомпанія ""ВТВ плюс""","Херсонська обл., м. Херсон, вул. БОГОРОДИЦЬКА, буд. 10/5, кв. 4",24959285,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №96 від 01.07.2019 в т.ч.ПДВ20%-4800,00",28800,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-01,98,"ТОВ ""Телерадіокомпанія ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №561 від 01.07.2019 вт.ч.ПДВ20% 1064256,00",6385536,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1400,2019-07-02,99,"ТОВ ""Рекламна агенція ""Житомир інфо""","Житомирська обл., м. Житомир, вул. ЛЕХА КАЧИНСЬКОГО, буд. 1, оф. 74",33732896,+;1400; інші витрати на передвиборчу агітацію згідно з рахунком №261 від 27.06.2019 без ПДВ,12500,юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
